"","title","link","guid","atom.link","media.content","media.description","media.credit","description","dc.creator","pubDate","category","category.1","category.2","category.3","category.4","category.5","category.6","category.7","category.8","category.9","category.10","category.11","category.12","category.13","category.14","category.15","category.16","category.17","category.18"
"31","The Not-Quite-Royal Wedding: A Guide to Pippa Middleton’s Big Day","https://www.nytimes.com/2017/05/16/fashion/pippa-middleton-wedding-guide.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/16/fashion/pippa-middleton-wedding-guide.html","#NA","#NA","Pippa Middleton, center, with her parents, Michael and Carole Middleton, at a christening in 2015.","Chris Jackson/Getty Images","Who and what to expect during the weekend event.","ELIZABETH PATON","Tue, 16 May 2017 17:05:35 GMT","Weddings and Engagements","Middleton, Pippa","Matthews, James (1975- )","Great Britain","England","Royal Family","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"32","N.B.A. Player Enes Kanter Released After Being Held in Romania","https://www.nytimes.com/2017/05/20/sports/enes-kanter-detained-romania-erdogan-turkey.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/sports/enes-kanter-detained-romania-erdogan-turkey.html","#NA","#NA","Enes Kanter of the Oklahoma City Thunder said in a video posted on Twitter that the authorities in Romania had detained him and told him his passport had been canceled.","Jim Mone/Associated Press","Kanter, a Turk, posted a video on Twitter from an airport saying his passport was canceled because he opposes President Recep Tayyip Erdogan, whom he called “the Hitler of our century.”","BENJAMIN HOFFMAN","Sat, 20 May 2017 20:11:58 GMT","Politics and Government","Basketball","Oklahoma City Thunder","Erdogan, Recep Tayyip","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"33","Fact-Checking a Mogul’s Claims About Avocado Toast, Millennials and Home Buying","https://www.nytimes.com/2017/05/15/business/avocado-toast-millennials.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/15/business/avocado-toast-millennials.html","#NA","#NA","“When I was trying to buy my first home, I wasn’t buying smashed avocado for $19 and four coffees at $4 each,” Tim Gurner of Melbourne told Australia’s “60 Minutes.”","Astrid Stawiarz/Getty Images","Young people did not react kindly to an Australian businessman’s advice to cut discretionary spending so they could afford homes.","LINDA QIU and DANIEL VICTOR","Tue, 16 May 2017 00:24:55 GMT","Millennial Generation","Real Estate and Housing (Residential)","Avocados","Budget Travel","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"34","Household Debt Makes a Comeback in the U.S.","https://www.nytimes.com/2017/05/17/business/dealbook/household-debt-united-states.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/17/business/dealbook/household-debt-united-states.html","#NA","#NA","The Federal Reserve Bank of New York said Wednesday that total household debt had reached a new peak — $12.7 trillion — in the first three months of the year.","Brendan Mcdermid/Reuters..","Nearly a decade after the 2008 credit bubble, Americans have accumulated a total of $12.7 trillion in debt — a new peak.","MICHAEL CORKERY and STACY COWLEY","Wed, 17 May 2017 22:20:39 GMT","Credit and Debt","Consumer Behavior","United States Economy","Federal Reserve Bank of New York","Student Loans","Automobile Financing","Mortgages","Personal Finances","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"35","After Fox, It’s Podcast Time for Bill O’Reilly and Glenn Beck","https://www.nytimes.com/2017/05/17/business/media/oreilly-beck-podcast.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/17/business/media/oreilly-beck-podcast.html","#NA","#NA","Bill O’Reilly, left, will begin making regular appearances on Glenn Beck’s podcast, the two men say.","Andy Kropa/Invision, via Associated Press, left, and Brandon Thibodeaux for The New York Times","They both made high-profile departures from top-rated shows on Fox News. Now they will be talking together regularly for internet audiences.","JACEY FORTIN","Wed, 17 May 2017 21:08:27 GMT","News and News Media","Beck, Glenn","O'Reilly, Bill","Blaze, The","Fox News Channel","Podcasts","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"36","Grime Sets Today’s Music Agenda in Britain, and Tomorrow’s","https://www.nytimes.com/2017/05/19/arts/music/grime-stormzy-j-hus-geko-giggs-nines.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/19/arts/music/grime-stormzy-j-hus-geko-giggs-nines.html","#NA","#NA","Stormzy at the V Festival in Chelmsford, England, in August.","Samir Hussein/Redferns, via Getty Images","Stars like Stormzy and Skepta have brought raw grime into the British mainstream — and to the world — while the next generation moves beyond the genre.","JON CARAMANICA","Fri, 19 May 2017 15:27:59 GMT","Rap and Hip-Hop","Grime (Music Genre)","Stormzy (Rapper)","Gang Signs & Prayer (Album)","J Hus (Rapper)","Common Sense (Album)","Giggs (Rapper)","Landlord (Album)","Dave (Rapper)","Nines (Rapper)","One Foot Out (Album)","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"37","Books of The Times: Digging to the Roots of Maurice Sendak’s Vision","https://www.nytimes.com/2017/05/15/books/review-theres-mystery-there-maurice-sendak-jonathan-cott.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/15/books/review-theres-mystery-there-maurice-sendak-jonathan-cott.html","#NA","#NA","#NA","James Nieves/The New York Times","In “There’s a Mystery There,” Jonathan Cott — with help from the playwright Tony Kushner, psychoanalysts and art historians — examines the influences and ideas in Sendak’s children’s books.","MICHIKO KAKUTANI","Mon, 15 May 2017 22:25:36 GMT","Books and Literature","Sendak, Maurice","There's a Mystery There: The Primal Vision of Maurice Sendak (Book)","Cott, Jonathan","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"38","A Toothy Strongman Gets a Role at the Met Opera","https://www.nytimes.com/2017/05/19/arts/music/a-toothy-strongman-gets-a-role-at-the-met-opera.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/19/arts/music/a-toothy-strongman-gets-a-role-at-the-met-opera.html","#NA","#NA","The strongman known as Titano Oddfellow.","Photographs by Danny Ghitis for The New York Times","In a most unusual audition at the Met, a bearded, pierced, tattooed strongman picks up the director — using only his mouth.","MICHAEL COOPER","Fri, 19 May 2017 17:03:25 GMT","Opera","Metropolitan Opera","McDermott, Phelim","Oddfellow, Titano","Cosi Fan Tutte (Opera)","Mozart, Wolfgang Amadeus","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"39","Trump Arrives in Saudi Arabia to a Warm Welcome","https://www.nytimes.com/2017/05/20/world/middleeast/donald-trump-saudi-arabia.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/world/middleeast/donald-trump-saudi-arabia.html","#NA","#NA","#NA","#NA","Saudi leaders, who had grown disenchanted with President Barack Obama, appeared to embrace a U.S. leader intent on supporting Sunni Muslim countries.","MICHAEL D. SHEAR and PETER BAKER","Sat, 20 May 2017 20:48:50 GMT","Trump, Donald J","United States Politics and Government","Saudi Arabia","United States International Relations","Salman, King of Saudi Arabia","Riyadh (Saudi Arabia)","United States","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"40","Rouhani Wins Re-election in Iran by a Wide Margin","https://www.nytimes.com/2017/05/20/world/middleeast/iran-election-hassan-rouhani.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/world/middleeast/iran-election-hassan-rouhani.html","#NA","#NA","President Hassan Rouhani of Iran after delivering a televised speech in the capital, Tehran, on Saturday.","Atta Kenare/Agence France-Presse — Getty Images","President Hassan Rouhani defeated his closest rival, Ebrahim Raisi, 57 percent to 38.5 percent, giving him a mandate to continue his quest to open Iran’s ailing economy to global investors.","THOMAS ERDBRINK","Sat, 20 May 2017 09:53:03 GMT","Elections","Rouhani, Hassan","Iran","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"41","Killing C.I.A. Informants, China Crippled U.S. Spying Operations","https://www.nytimes.com/2017/05/20/world/asia/china-cia-spies-espionage.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/world/asia/china-cia-spies-espionage.html","#NA","#NA","An honor guard outside the Great Hall of the People in Beijing last month. The Chinese government killed or imprisoned 18 to 20 C.I.A sources from 2010 through 2012.","Wang Zhao/Agence France-Presse — Getty Images","At least 18 C.I.A. sources were killed or imprisoned in China between 2010 and 2012, one of the worst intelligence breaches in decades. Investigators still disagree about how it happened.","MARK MAZZETTI, ADAM GOLDMAN, MICHAEL S. SCHMIDT and MATT APUZZO","Sat, 20 May 2017 16:13:08 GMT","China","Espionage and Intelligence Services","Central Intelligence Agency","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"42","With Harleys and Hamburgers, Saudis Salute U.S. on Trump’s Visit","https://www.nytimes.com/2017/05/20/world/middleeast/saudi-arabia-king-salman-donald-trump-visit.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/world/middleeast/saudi-arabia-king-salman-donald-trump-visit.html","#NA","#NA","#NA","Ben Hubbard","As Saudi Arabia seeks to renew ties between the two nations, signs of America’s cultural influence on the kingdom are also to the fore.","BEN HUBBARD","Sat, 20 May 2017 15:49:35 GMT","vis-multimedia","Saudi Arabia","Riyadh (Saudi Arabia)","United States International Relations","Trump, Donald J","Salman, King of Saudi Arabia","Gerges, Fawaz A","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"43","Brazil President Says He Won’t Resign in Corruption Scandal","https://www.nytimes.com/2017/05/20/world/americas/michel-temer-brazil.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/world/americas/michel-temer-brazil.html","#NA","#NA","President Michel Temer of Brazil in Brasilia, the capital, on Saturday.","Evaristo Sa/Agence France-Presse — Getty Images","Michel Temer contended that the billionaire who secretly taped their discussion about obstructing graft inquiries had profited immensely from insider trading.","SIMON ROMERO","Sat, 20 May 2017 19:49:10 GMT","Temer, Michel (1940- )","Brazil","Corruption (Institutional)","Politics and Government","Bribery and Kickbacks","JBS SA","Rousseff, Dilma","Brasilia (Brazil)","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"44","2 U.N. Experts Killed in Congo Had Little Preparation and No Protection","https://www.nytimes.com/2017/05/20/world/africa/congo-zaida-catalan-michael-j-sharp-united-nations-democratic-republic-of-congo.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/world/africa/congo-zaida-catalan-michael-j-sharp-united-nations-democratic-republic-of-congo.html","#NA","#NA","United Nations peacekeeping forces last year in Kinshasa, Democratic Republic of Congo.","Thomas Mukoya/Reuters","With little training and no safety equipment — or even health insurance — the pair headed into a remote area teeming with militia fighters to find the culprits behind a massacre.","KIMIKO de FREYTAS-TAMURA and SOMINI SENGUPTA","Sat, 20 May 2017 19:17:01 GMT","Congo, Democratic Republic of (Congo-Kinshasa)","United Nations","War Crimes, Genocide and Crimes Against Humanity","Zaida Catalan","Michael J. Sharp","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"45","A Soundtrack for China’s Gender-Bending Youth Culture","https://www.nytimes.com/2017/05/20/world/asia/china-acrush-pop-music-gender-boy-band.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/world/asia/china-acrush-pop-music-gender-boy-band.html","#NA","#NA","The women of Acrush at a dance studio in Beijing in April. There are slick boy bands and foxy girl groups, but Acrush seeks to appeal to those who reject gender norms.","Gilles Sabrié for The New York Times","Meet the five young women from China who want nothing more than to show the world they can be their country’s biggest boy band.","AMY QIN","Sat, 20 May 2017 19:15:02 GMT","Pop and Rock Music","Acrush (Music Group)","Women and Girls","Gender","China","Peng Xichen","An Junxi","Lu Keran","Min Junqian","Lin Fan","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"46","Nigerian Schoolgirls Kidnapped by Boko Haram Rejoin Families","https://www.nytimes.com/2017/05/20/world/africa/boko-haram-chibok-kidnappings.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/world/africa/boko-haram-chibok-kidnappings.html","#NA","#NA","A young woman kidnapped by Boko Haram in Chibok, Nigeria, was reunited with her parents in Abuja on Saturday.","Sunday Aghaeze/Agence France-Presse — Getty Images","Anxious parents of the 82 Chibok girls looked for signs of how deeply their daughters might have changed in the hands of the extremists.","THE ASSOCIATED PRESS","Sat, 20 May 2017 17:39:42 GMT","Boko Haram","Kidnapping and Hostages","Chibok (Nigeria)","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"47","N.B.A. Player Enes Kanter Released After Being Held in Romania","https://www.nytimes.com/2017/05/20/sports/enes-kanter-detained-romania-erdogan-turkey.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/sports/enes-kanter-detained-romania-erdogan-turkey.html","#NA","#NA","Enes Kanter of the Oklahoma City Thunder said in a video posted on Twitter that the authorities in Romania had detained him and told him his passport had been canceled.","Jim Mone/Associated Press","Kanter, a Turk, posted a video on Twitter from an airport saying his passport was canceled because he opposes President Recep Tayyip Erdogan, whom he called “the Hitler of our century.”","BENJAMIN HOFFMAN","Sat, 20 May 2017 20:11:58 GMT","Politics and Government","Basketball","Oklahoma City Thunder","Erdogan, Recep Tayyip","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"48","Pippa Middleton Marries James Matthews in England","https://www.nytimes.com/2017/05/20/world/europe/pippa-middleton-wedding-pictures.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/world/europe/pippa-middleton-wedding-pictures.html","#NA","#NA","Pippa Middleton married James Matthews on Saturday. The bridal party included her niece, Princess Charlotte, far left, and nephew, Prince George, second from right.","Pool photo by Wpa","The wedding was attended by members of the next generation of Britain’s royal family.","THE NEW YORK TIMES","Sat, 20 May 2017 16:04:36 GMT","Weddings and Engagements","Royal Families","Middleton, Pippa","Great Britain","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"49","58,000 Haitians in U.S. May Lose Post-Earthquake Protections","https://www.nytimes.com/2017/05/20/us/haitians-us-earthquake-immigration-protections.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/us/haitians-us-earthquake-immigration-protections.html","#NA","#NA","A protest in Miami this month against the possibility that Haitians in a United States residency program will lose their temporary protected status after its July 22 expiration date.","Joe Raedle/Getty Images","American officials are weighing whether to extend a special residency status that was granted after a 2010 disaster but could expire in July.","LIZETTE ALVAREZ","Sat, 20 May 2017 16:04:31 GMT","Haiti","Miami (Fla)","Temporary Protected Status","Haitian-Americans","United States Politics and Government","Immigration and Emigration","Earthquakes","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"50","IHT Retrospective Blog: 1917: Whole Country Must Mobilize to Win War, U.S. President Says","https://iht-retrospective.blogs.nytimes.com/2017/05/20/1917-whole-country-must-mobilize-to-win-war-u-s-president-says/?partner=rss&emc=rss","https://iht-retrospective.blogs.nytimes.com/2017/05/20/1917-whole-country-must-mobilize-to-win-war-u-s-president-says/","#NA","#NA","#NA","#NA","All men aged 21 to 30 are ordered to register at recruiting stations as the nation organizes for the coming struggle.","INTERNATIONAL HERALD TRIBUNE","Sat, 20 May 2017 13:25:34 GMT","United States","World War I (1914-18)","World War I Centenary","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"51","Mattis Says Escalation Against ISIS Doesn’t Imperil More Civilians","https://www.nytimes.com/2017/05/19/world/middleeast/mattis-military-isis-trump.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/19/world/middleeast/mattis-military-isis-trump.html","#NA","#NA","Defense Secretary Jim Mattis, left, and Gen. Joseph F. Dunford Jr., chairman of the Joint Chiefs of Staff, talked to the news media on Friday.","Yuri Gripas/Reuters","Defense Secretary Jim Mattis said President Trump’s decision to give the military more latitude had put greater pressure on militants in Syria, Yemen and Somalia.","ERIC SCHMITT","Sat, 20 May 2017 01:11:05 GMT","United States Politics and Government","Iraq","Islamic State in Iraq and Syria (ISIS)","Mattis, James N","Dunford, Joseph F Jr","Syria","Raqqa (Syria)","Mosul (Iraq)","Trump, Donald J","United States Defense and Military Forces","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"52","Scandal in Brazil Raises Fear of Turmoil’s Return","https://www.nytimes.com/2017/05/19/world/americas/brazil-michel-temer.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/19/world/americas/brazil-michel-temer.html","#NA","#NA","President Michel Temer of Brazil spoke in Brasília, the capital, on Thursday. The Supreme Court has released testimony accusing him of taking $4.6 million in illegal campaign contributions in 2014.","Ueslei Marcelino/Reuters","At each major turn in Brazil’s long-simmering political crisis, secret recordings have produced one bombshell after another, tripping up some of Brazil’s most powerful politicians.","SIMON ROMERO","Sat, 20 May 2017 01:02:22 GMT","Temer, Michel (1940- )","Brazil","Bribery and Kickbacks","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"53","James Comey, Julian Assange, Ransomware: Your Friday Evening Briefing","https://www.nytimes.com/2017/05/19/briefing/julian-assange-james-comey-ransomware.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/19/briefing/julian-assange-james-comey-ransomware.html","#NA","#NA","#NA","Al Drago/The New York Times","Here’s what you need to know at the end of the day.","KAREN ZRAICK and SANDRA STEVENSON","Sat, 20 May 2017 03:48:13 GMT","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"54","2 U.N. Experts Killed in Congo Had Little Preparation and No Protection","https://www.nytimes.com/2017/05/20/world/africa/congo-zaida-catalan-michael-j-sharp-united-nations-democratic-republic-of-congo.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/20/world/africa/congo-zaida-catalan-michael-j-sharp-united-nations-democratic-republic-of-congo.html","#NA","#NA","United Nations peacekeeping forces last year in Kinshasa, Democratic Republic of Congo.","Thomas Mukoya/Reuters","With little training and no safety equipment — or even health insurance — the pair headed into a remote area teeming with militia fighters to find the culprits behind a massacre.","KIMIKO de FREYTAS-TAMURA and SOMINI SENGUPTA","Sat, 20 May 2017 19:17:01 GMT","Congo, Democratic Republic of (Congo-Kinshasa)","United Nations","War Crimes, Genocide and Crimes Against Humanity","Zaida Catalan","Michael J. Sharp","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
